UMTS,208,1,4613,32964627,0,3.2595062255859,50.224685668945,1000,1,1,1308894387,1308894387,0
UMTS,208,1,4613,32964942,0,3.212723,50.199051,1000,15,1,1308983826,1309756409,0
UMTS,208,1,4613,32964860,0,3.200683,50.192413,1000,12,1,1308983826,1309756375,0
UMTS,208,1,4613,32964900,0,3.192215,50.186119,1000,12,1,1308983826,1309756349,0
UMTS,208,1,4613,32974877,0,3.187065,50.180054,1000,4,1,1308983826,1309756319,0
UMTS,208,1,4613,32964898,0,3.179542,50.172001,2110,22,1,1308983826,1384245803,0
UMTS,208,1,4613,32964884,0,3.1798553466797,50.171127319336,1000,2,1,1308983826,1309756281,0
UMTS,208,1,4613,32964630,0,3.17082,50.163394,1000,19,1,1308983826,1384245803,0
UMTS,208,1,4613,32964631,0,3.146298,50.15226,1636,23,1,1308983826,1309756225,0
UMTS,208,1,4613,32964991,0,3.129676,50.145035,1940,26,1,1308983826,1309756182,0
UMTS,208,1,4613,32964992,0,3.103282,50.130118,1273,29,1,1308983826,1309756114,0
UMTS,208,1,4613,32978292,0,3.080816,50.116519,1226,17,1,1308983826,1309756040,0
UMTS,208,1,4613,32987148,0,3.03692,50.086852,3180,38,1,1308983826,1384245803,0
GSM,208,1,26880,42493,0,3.006477,50.080463,7078,200,1,1308983827,1663212764,0
GSM,208,1,26880,42490,0,2.984871,50.05947,13337,808,1,1308983827,1655224804,0
GSM,208,1,32768,8937,0,2.924287,50.043289,144833,70,1,1308983827,1320639502,0
GSM,208,1,32768,8964,0,2.882902,50.03665,142514,149,1,1308983827,1321388991,0
GSM,208,1,32768,1845,0,2.86697,49.983641,125174,156,1,1308983827,1321086679,0
GSM,208,1,32768,60407,0,2.862893,49.971646,102294,115,1,1308983827,1321244671,0
GSM,208,1,32768,4671,0,2.849347,49.933765,97971,124,1,1308983827,1318169253,0
GSM,208,1,32768,10858,0,2.838315,49.898713,115637,265,1,1308983828,1321086679,0
GSM,208,1,32768,65354,0,2.830429,49.868493,112311,132,1,1308983828,1321086679,0
GSM,208,1,32768,44941,0,2.839751,49.900852,94399,175,1,1308983828,1321086679,0
GSM,208,1,32768,44935,0,2.824568,49.847503,9599,294,1,1308983828,1310809257,0
GSM,208,1,32768,37630,0,2.830196,49.867895,15296,73,1,1308983828,1316058718,0
UMTS,208,1,1307,34134421,0,2.820718,49.853001,7236,211,1,1308983828,1310298128,0
UMTS,208,1,1307,34134423,0,2.748679,49.855136,8574,149,1,1308983828,1310298189,0
UMTS,208,1,1307,34134960,0,2.767658,49.855062,7232,26,1,1308983828,1310298219,0
UMTS,208,1,1307,34134112,0,2.678575,49.85196,13529,157,1,1308983828,1310298432,0
UMTS,208,1,1307,34127132,0,2.579989,49.857622,10622,210,1,1308983829,1310298688,0
UMTS,208,1,1307,34134113,0,2.624418,49.853476,10788,86,1,1308983829,1310298585,0
UMTS,208,1,1307,34127133,0,2.507718,49.850581,8223,115,1,1308983829,1310298780,0
GSM,208,1,35073,37622,0,2.498494,49.855562,6230,85,1,1308983829,1316591406,0
GSM,208,1,35073,37623,0,2.448832,49.858218,10495,76,1,1308983829,1316652941,0
GSM,208,1,35073,5690,0,2.401691,49.85738,2616,28,1,1308896891,1308896891,0
UMTS,208,1,1307,34118943,0,2.384693,49.846001,7797,2000,1,1308983829,1333074125,0
UMTS,208,1,1307,34084461,0,2.381482,49.861457,5864,466,1,1308983830,1364147902,0
UMTS,208,1,1307,34114803,0,2.366943,49.860705,4339,394,1,1308983830,1310300328,0
UMTS,208,1,1307,34100182,0,2.348572,49.860559,3613,374,1,1308983830,1333074172,0
UMTS,208,1,1307,34084462,0,2.347803,49.856834,3316,737,1,1308983830,1310300297,0
UMTS,208,1,1307,34114802,0,2.377419,49.866341,2959,114,1,1308983830,1309753776,0
UMTS,208,1,1307,34104962,0,2.307465,49.859157,2734,94,1,1308983830,1310300192,0
UMTS,208,1,1307,34088022,0,2.320672,49.856835,1978,36,1,1308983830,1310300097,0
GSM,208,1,35073,2822,0,2.319391,49.858125,6554,14,1,1308983830,1310298965,0
GSM,208,1,35073,27012,0,2.287834,49.866259,5204,11,1,1308983830,1316652941,0
UMTS,208,1,1307,34079593,0,2.255816,49.854619,10454,162,1,1308983830,1309580603,0
GSM,208,1,35073,5402,0,2.228699,49.854266,1441,67,1,1308983830,1309753379,0
UMTS,208,1,1307,34084432,0,2.240394,49.846364,3415,105,1,1308983830,1309753482,0
UMTS,208,1,1307,34084433,0,2.219047,49.867136,4798,25,1,1308983830,1309753251,0
